Instance,Income
128280,24920.12293775998
128281,32129.697837760003
128282,266417.83953199995
128283,34128.13527260001
128284,424475.039882
128285,242374.2139997999
128286,453781.47847300017
128287,286783.4571940001
128288,60823.441493280036
128289,80290.04315850003
128290,59562.29151289999
128291,118620.83008979999
128292,61893.331629599954
128293,51058.194257999996
128294,45506.793306973
128295,30882.519243730003
128296,28975.16950920999
128297,25219.826133639996
128298,260759.39727400005
128299,80214.34561189999
128300,28657.355910599992
128301,42930.94528030001
128302,64898.67840149998
128303,544466.7866260001
128304,82356.13934435898
128305,388368.744145
128306,58090.33294110001
128307,106760.81941874998
128308,38649.020055919995
128309,166661.45268809993
128310,33745.771302600006
128311,15146.743096626997
128312,26399.99944551999
128313,33988.66960548001
128314,38762.5883524
128315,20328.665872859998
128316,84770.61443129998
128317,50194.11665980002
128318,27260.550532109002
128319,67473.53055059999
128320,78112.19599770004
128321,78477.98270379998
128322,282442.8159700001
128323,75506.65217349998
128324,234421.36473600016
128325,84753.24024540001
128326,472784.1889849997
128327,128747.86080399988
128328,83345.8349894
128329,32988.18770018
128330,84035.70462140003
128331,362973.86918500013
128332,145149.52238969994
128333,45094.77530069
128334,43636.46099530001
128335,35025.538495459965
128336,40629.96202810002
128337,321802.79437899997
128338,145950.09448439992
128339,245875.67843880004
128340,48324.42499310001
128341,71171.81298299998
128342,12345.676933843999
128343,103823.70694310004
128344,127745.48034959998
128345,70166.65461560001
128346,28323.171029059995
128347,37427.81017127401
128348,158295.013421
128349,33329.43276859999
128350,77084.06032539999
128351,66972.18272849996
128352,115856.35411089998
128353,51005.70334299999
128354,26614.645598430016
128355,71105.68238710002
128356,106027.9687869
128357,25756.654104579993
128358,29728.153944989986
128359,44424.87376308998
128360,105252.30047360001
128361,55767.4853721
128362,228664.03385700006
128363,32378.530241116005
128364,15206.560458155995
128365,38225.47916487
128366,35096.50275728001
128367,34014.21696343001
128368,294329.3602640003
128369,35617.88118136899
128370,105193.65753460002
128371,30604.936398799997
128372,41718.41304804997
128373,47157.30105654001
128374,394844.49876250006
128375,17802.30040667001
128376,22275.578934454006
128377,463702.65893900004
128378,185671.22296380007
128379,131363.09077909993
128380,27177.931166190017
128381,41820.81059541999
128382,129137.78636779996
128383,53339.74819559999
128384,21508.215062496005
128385,167592.27194009995
128386,97633.39655129999
128387,45830.36207630002
128388,18368.16750492
128389,110976.79882909998
128390,57299.87367479999
128391,189471.68557399994
128392,25694.737904399997
128393,198066.37418909997
128394,52057.74544503
128395,33411.102862939995
128396,41407.66714980001
128397,109331.0105068
128398,208649.17410399995
128399,45527.59797959999
128400,26483.64056234599
128401,15688.130999759995
128402,79060.4117411
128403,28291.23313402
128404,136304.59817639994
128405,65829.87368220002
128406,182711.7292961999
128407,16110.829082140002
128408,35651.067665530005
128409,50878.65459930002
128410,84575.70424520003
128411,33539.61819050001
128412,58192.1561198
128413,56338.011826400005
128414,194100.4268609998
128415,225754.30546839998
128416,83792.17363470003
128417,22602.85235493501
128418,27312.042810449995
128419,43039.222119700025
128420,14310.753428611006
128421,21049.424920209996
128422,134516.77757989996
128423,44811.987840899994
128424,49532.20644629999
128425,76205.19704150001
128426,429710.4840779999
128427,55211.969429799996
128428,211687.70305941
128429,73718.73100659998
128430,236108.0074657002
128431,43216.788091120005
128432,166619.20583899997
128433,177708.53638729997
128434,63797.94534460003
128435,59944.851499
128436,136008.84128689996
128437,41898.6118471
128438,21555.663567498
128439,27055.859824320007
128440,26221.97025055999
128441,29710.238281939994
128442,33912.406085279996
128443,62038.49536510001
128444,129368.89102810012
128445,77190.77791399998
128446,57743.05084209999
128447,726301.1607369998
128448,43320.54280489999
128449,84531.90176080001
128450,105244.53412049994
128451,29559.927398730008
128452,52742.546891800004
128453,121974.01492699992
128454,30553.99007541999
128455,27734.92107132999
128456,194691.7895636
128457,70773.18415929997
128458,85433.91499789996
128459,78018.73030290003
128460,12698.933273216002
128461,33161.87407945898
128462,243812.0351280002
128463,260182.5682230001
128464,30738.162836140003
128465,120482.9964677999
128466,21145.132125334996
128467,124411.85169059999
128468,383098.26104400016
128469,197720.0465473001
128470,82388.85718290003
128471,31909.130152970003
128472,27012.035084499996
128473,22651.34839144
128474,87964.1779864
128475,130884.37078579995
128476,73427.00718329997
128477,34504.98124910001
128478,490109.0704069997
128479,50600.05768650001
128480,107147.69608790004
128481,45721.71974210001
128482,27575.289175999987
128483,193732.2209697
128484,19627.46214372
128485,99131.68748119997
128486,123960.71047789998
128487,99084.93969809996
128488,64181.97268940003
128489,20877.07096033899
128490,56844.24610350004
128491,299341.05142699985
128492,233459.0279936999
128493,21597.714256679992
128494,44143.7849202
128495,480136.43079399975
128496,610262.6225000002
128497,149514.8411047
128498,106753.96005889999
128499,587159.94254
128500,115736.66902489998
128501,90977.07919960002
128502,245799.637529
128503,105948.86751520007
128504,40681.90483029998
128505,73347.05763629997
128506,93179.11949900001
128507,526751.8815630003
128508,57638.33776071
128509,357254.0416919999
128510,110930.2601334
128511,24321.644306010003
128512,30488.37513619103
128513,241378.48932200018
128514,16453.728260100008
128515,87902.26973810008
128516,40533.193567300026
128517,164697.1588061
128518,59157.57359679997
128519,199899.39189139995
128520,344894.95063200005
128521,313556.03779000015
128522,39819.438797500006
128523,77686.78266789998
128524,108659.63614739996
128525,42289.838139299995
128526,51696.07815120001
128527,41968.004502400014
128528,193622.04475760003
128529,184187.20229090005
128530,17279.510063640002
128531,46079.14286870003
128532,168150.20920820002
128533,126849.33906989999
128534,124386.07860269998
128535,77014.4072973
128536,23919.062419079997
128537,24527.410117969986
128538,82478.62802780002
128539,66954.9071669
128540,124943.90131960005
128541,11164.871014621902
128542,175305.46171660017
128543,263504.94767400005
128544,41107.70182492999
128545,134170.79536180006
128546,74162.32961830002
128547,79726.61803099999
128548,34153.76375420001
128549,41398.303875189995
128550,438861.70885699993
128551,44371.08366563001
128552,246126.08935480018
128553,56308.61392438
128554,15475.828609164471
128555,37291.31954719
128556,76487.47443310003
128557,114240.73838990001
128558,46371.22655170999
128559,43796.71050579999
128560,342752.2535050001
128561,28009.654883289993
128562,48523.012236699964
128563,38207.44101862003
128564,47367.4740782
128565,31599.062762520007
128566,26394.82666133001
128567,127419.05823419993
128568,19134.871338929996
128569,18832.94443301001
128570,61967.540057100014
128571,170172.65727179998
128572,74707.37176940002
128573,40415.78718998996
128574,84670.88857090002
128575,135206.71468210005
128576,30054.852639419994
128577,183712.03426150003
128578,52898.4628218
128579,201346.5198191
128580,28014.561654480003
128581,38419.57084819
128582,52196.897791159994
128583,45570.41668280001
128584,71098.5003505
128585,120474.74404109997
128586,28400.36746173
128587,97891.85573289997
128588,60980.99966273002
128589,118864.86194370002
128590,189201.90483889994
128591,29249.57520145999
128592,91073.84707290003
128593,124286.95148989996
128594,108622.83398509996
128595,38964.839438689996
128596,196220.83721950007
128597,46074.84014629998
128598,221272.07785060004
128599,18025.285395569994
128600,27002.12819543299
128601,33360.70246775098
128602,31230.785959199988
128603,24733.881288279994
128604,20403.233030830004
128605,149969.8720528999
128606,78114.93818750003
128607,14549.936424228012
128608,45884.993585000004
128609,31198.347515600006
128610,22519.05052911
128611,31109.959787300017
128612,329116.03943599993
128613,19323.400334219998
128614,50142.06356846
128615,50868.96012579997
128616,18716.241362550005
128617,29938.15226586
128618,81028.30180630003
128619,348100.27311599994
128620,97953.25353150001
128621,14801.381206780998
128622,242144.46626800002
128623,144752.39023000005
128624,97938.58393409997
128625,44146.86645339999
128626,40923.12510729998
128627,167259.60069599998
128628,293398.9761090002
128629,19059.293669270006
128630,18952.201231983996
128631,78485.11136669996
128632,128918.47250480001
128633,125585.33129470002
128634,49330.375588300005
128635,23201.80105888
128636,27942.090186090023
128637,31420.76806822
128638,34823.94719877999
128639,15097.188136200011
128640,35432.979843370005
128641,34189.28339066999
128642,25844.698507220004
128643,83910.08306240002
128644,57082.67059779999
128645,171255.72450990003
128646,185007.24523090004
128647,26590.84873664
128648,60411.44792449999
128649,97684.64854640006
128650,20452.31609734
128651,33147.27589303
128652,309631.32635500014
128653,22129.119056792995
128654,130892.6786722
128655,42119.14490580002
128656,58681.714127399995
128657,42913.84437726999
128658,115810.79651199993
128659,93775.39388760002
128660,63096.813959400024
128661,44853.75610279999
128662,34548.22477311999
128663,21917.50722053
128664,416435.4943219996
128665,491375.62402999983
128666,168277.73408489997
128667,340102.0920560001
128668,63771.30251300002
128669,44269.26265357001
128670,26543.291436639982
128671,198201.1585970999
128672,99023.7717662
128673,55386.569598199996
128674,15110.383351098997
128675,44008.338133269994
128676,59189.969326800005
128677,23406.610973952203
128678,240673.154307
128679,207769.212091
128680,85473.68174209999
128681,910584.6455760001
128682,113706.99760159996
128683,47466.6679604
128684,31232.30618621
128685,180245.8046967
128686,50717.5759752
128687,286448.94036800007
128688,43040.27424815999
128689,16169.517404180006
128690,68427.94664929998
128691,638672.4440110002
128692,73472.85876889998
128693,33132.40648379
128694,35234.579861349994
128695,147229.51380899994
128696,64119.170699700015
128697,165513.6596924
128698,72152.87804800001
128699,91350.35760359997
128700,172692.41361580006
128701,22744.66533511599
128702,475888.2816279999
128703,41048.697495340006
128704,127150.97782299994
128705,51996.10429750002
128706,167670.98719330007
128707,88322.66424690005
128708,388342.9274619999
128709,21336.038877139996
128710,33794.75711605999
128711,172107.46730169991
128712,17442.045404866003
128713,29694.57595549
128714,118326.5499417999
128715,44236.306914
128716,97860.70313229997
128717,21968.248109908996
128718,74016.74352739999
128719,25287.313410699993
128720,133778.6542238
128721,84480.20908609993
128722,122253.09505929996
128723,21316.446654419997
128724,189426.80175899997
128725,327318.83447
128726,63406.71796889998
128727,66944.14101350003
128728,19407.683828810004
128729,74231.4433071
128730,195060.7362607
128731,53086.71351440997
128732,43143.25365148998
128733,110953.68683349995
128734,28809.326615119997
128735,43056.963395399995
128736,137484.4431666999
128737,141373.72649669996
128738,204614.7899979999
128739,32547.375991959994
128740,34106.546039489986
128741,219041.02646109991
128742,66821.62832959999
128743,28427.898908549992
128744,103657.35090070002
128745,60665.48460959997
128746,171127.7607441
128747,208817.83931200005
128748,20321.207086489998
128749,196327.13362640006
128750,162895.25214300002
128751,671273.6223769997
128752,14235.292388376105
128753,251907.668907
128754,194596.65800689987
128755,77376.15350730004
128756,79833.1084266999
128757,86616.9757984
128758,85700.64717039999
128759,102552.11777179997
128760,58422.06526010001
128761,55459.255559679994
128762,20088.83120702
128763,194539.46651909992
128764,35908.88111199998
128765,121953.09736669993
128766,123339.35339599993
128767,26677.73955448
128768,38332.102117099996
128769,46398.8445528
128770,54285.5690257
128771,104268.98288790001
128772,38004.9106717
128773,733559.808458
128774,85648.96389780001
128775,35934.19578717
128776,65626.81326670005
128777,568236.7352370004
128778,69616.7561493
128779,207068.71594420006
128780,326774.23857799993
128781,52773.681447099996
128782,173505.98552790016
128783,113614.50312570002
128784,50842.99649839999
128785,31550.788017029987
128786,127192.5678197
128787,60017.09353703
128788,228878.73840300005
128789,43309.21595234001
128790,52123.75714690001
128791,40945.406189500005
128792,33508.30551185999
128793,192393.04928819998
128794,275361.13857800013
128795,180851.4198646
128796,57501.28001060004
128797,31790.140709950003
128798,141730.2097594
128799,271613.6410460001
128800,101597.01779179991
128801,40868.74107400002
128802,175758.5036441999
128803,39929.259193000005
128804,20006.543914960002
128805,60107.764252499976
128806,62431.45172980002
128807,329189.53956700006
128808,58486.4738285
128809,19842.289576870004
128810,289267.60515399976
128811,326486.41200200014
128812,37952.91741229999
128813,142014.39564610002
128814,297560.6707969999
128815,86076.08596070003
128816,57447.652675899975
128817,75459.18946670002
128818,106930.8887809
128819,30598.213545821993
128820,64384.9923584
128821,212008.80482429994
128822,512700.3033950001
128823,53173.5375903
128824,154535.07236190003
128825,31238.063298530007
128826,19009.19249542
128827,32311.588758392023
128828,229707.87341180013
128829,76215.0790723
128830,22178.934762019995
128831,111513.96751280001
128832,16417.60204598079
128833,99488.35152960001
128834,69628.3064022
128835,102488.34180279999
128836,60292.323129999975
128837,26618.417372789994
128838,54483.10305821
128839,40560.60404290001
128840,91102.97897879995
128841,44175.69202400001
128842,127047.44711519999
128843,85330.17128729999
128844,43702.03342599
128845,59743.51106200001
128846,181238.85720449995
128847,29530.71498648002
128848,118178.10349169998
128849,335663.65272400004
128850,27875.532870919997
128851,43018.523070100004
128852,92813.2663004
128853,26648.468680340025
128854,56968.4795159
128855,221040.42992900015
128856,42692.098685
128857,80975.03341229995
128858,45937.81107660001
128859,14881.113902547
128860,201196.81962349996
128861,45213.48624510002
128862,40477.42692859999
128863,28671.059122640003
128864,412949.899021
128865,77752.5382054
128866,88917.71449789999
128867,129921.66224929999
128868,31305.68259963001
128869,83833.40410259999
128870,67260.32489789996
128871,122399.04658489996
128872,35850.99885767002
128873,17366.22250628001
128874,142124.0523359
128875,62600.74250690001
128876,42291.95542931002
128877,547429.875198
128878,35544.25912060001
128879,38770.48677729997
128880,21809.538959089987
128881,97428.66493780001
128882,556552.9517119997
128883,61218.48682469998
128884,28727.99995329
128885,205037.98570700004
128886,41982.11498923001
128887,85082.51091520002
128888,78337.32307940004
128889,24955.45253724
128890,39720.438821010015
128891,59895.573159399966
128892,18142.404935295002
128893,18193.79305468001
128894,22210.216195819994
128895,175368.55140099992
128896,29671.04865940002
128897,22114.47191511
128898,19613.896618549996
128899,212481.97089760005
128900,45584.92804674996
128901,152917.98784050002
128902,33990.198702490015
128903,143322.9509779
128904,722452.3332060003
128905,250825.6629000001
128906,18229.31694173
128907,180043.92204650003
128908,62679.38325770003
128909,42212.440572620006
128910,137944.4087181999
128911,46741.26107559999
128912,411180.87284699985
128913,64014.40069179996
128914,41480.53979511002
128915,97933.52296170004
128916,107242.17038870002
128917,53615.760371500015
128918,94408.28952870001
128919,136422.55576209992
128920,22802.549013539985
128921,292897.52371
128922,51977.160317499984
128923,40774.721313379996
128924,73211.54718089997
128925,52316.15847913002
128926,320011.64128399995
128927,307750.76351099997
128928,14451.892437265997
128929,32996.701076740006
128930,114108.47445350002
128931,23212.804359131012
128932,19862.790889191
128933,154765.7534861
128934,181969.78429599985
128935,57130.412699700035
128936,91413.65553579998
128937,35724.02717025999
128938,208656.42784349996
128939,608001.7333859999
128940,84638.21384960001
128941,121050.6748809
128942,241747.19008199993
128943,34889.02007898001
128944,116857.72523569995
128945,19679.09671169
128946,88492.47984809999
128947,30346.89455156999
128948,19823.531252389992
128949,347511.3648265999
128950,47125.56538179999
128951,91350.41088289995
128952,85923.84843919998
128953,134482.53266499998
128954,68263.38076955997
128955,150623.68326029996
128956,309253.79526099993
128957,45879.62696360001
128958,64532.97822370003
128959,54133.54249730002
128960,21408.393960700003
128961,16169.294855580016
128962,37209.107966699994
128963,41429.79859488001
128964,69527.81332329997
128965,62673.12065870001
128966,228110.18028400018
128967,55936.284374500014
128968,30941.41326302999
128969,436832.49224299996
128970,242710.72480400014
128971,160392.4073145001
128972,80106.62952959999
128973,149877.13048819997
128974,357293.678141
128975,79121.77097569997
128976,31970.40544856002
128977,247175.86105300003
128978,194715.03108799993
128979,46096.91384469003
128980,27842.973360820008
128981,56923.12298440001
128982,99909.36355970001
128983,66827.69026509998
128984,904793.3028949999
128985,103512.87401929998
128986,38136.20295649998
128987,71839.67357690002
128988,77045.8177513
128989,17539.08056471999
128990,56250.20443240001
128991,35196.0563056
128992,20519.015702277993
128993,32440.99278053999
128994,26107.613236309993
128995,144059.5470127
128996,27486.313929069976
128997,35853.24639469997
128998,48181.45224870002
128999,118169.42008669999
129000,76824.38367829999
129001,176849.97342940004
129002,62891.7484968
129003,19046.384078670006
129004,123365.4511609
129005,200861.38533469982
129006,165919.15021969992
129007,13214.592224934191
129008,75637.62471959999
129009,104684.30868370002
129010,256232.77686999983
129011,14505.815540005995
129012,23894.306939140006
129013,76614.2616726
129014,84228.1574112
129015,79040.71681259996
129016,319221.56534600025
129017,155789.38824669993
129018,58761.19693270002
129019,154306.75057619993
129020,74961.22428230001
129021,42516.14156488
129022,57583.72741129999
129023,53522.56375749996
129024,92642.42974180002
129025,613051.8578909999
129026,16175.25523754701
129027,142006.78907790006
129028,20506.08944796999
129029,520960.9672199999
129030,29358.236594100003
129031,457214.76084620005
129032,15710.85671519
129033,32455.412716509993
129034,21405.986241846997
129035,95960.68608790002
129036,172642.08600659997
129037,181021.75539090007
129038,38559.24467380001
129039,33686.53672835
129040,77677.36722209999
129041,18970.245983438013
129042,101712.4995505
129043,689114.3530279999
129044,26995.349978879996
129045,17001.40704355199
129046,40847.223173299986
129047,24447.330991040002
129048,187937.4911694001
129049,16187.145596339997
129050,72926.5130506
129051,94286.31813750006
129052,43135.19978356999
129053,39541.63703229002
129054,72081.71901200005
129055,874225.1177200001
129056,112631.40693299992
129057,126269.38522240009
129058,428143.4986289998
129059,60601.09989289998
129060,41737.0091937
129061,28173.205420469996
129062,64285.57257019997
129063,58489.435834600015
129064,28910.655189019995
129065,27175.357401870006
129066,52112.419434699994
129067,174297.51119900003
129068,116896.43620140005
129069,45979.595230300016
129070,534361.6071719999
129071,16354.952092036998
129072,44633.62256999999
129073,32539.315202278005
129074,57980.42078210001
129075,37051.05475040002
129076,43004.84772489999
129077,52470.98673479997
129078,25480.304815829993
129079,97695.55514049994
129080,25951.177664910007
129081,27186.429622420004
129082,83170.78219419999
129083,45413.25239710001
129084,15593.45961758577
129085,80057.61776319996
129086,215776.5401591001
129087,41734.28110020003
129088,204679.354741
129089,23683.427126800012
129090,14176.532173890007
129091,42842.384788400006
129092,243736.10543699993
129093,59901.559150400004
129094,57452.371167451005
129095,281723.4750279999
129096,78856.84552320001
129097,290987.75673200004
129098,197191.43829830008
129099,83352.15695859998
129100,135955.01504450006
129101,56381.28332510001
129102,40225.841991800015
129103,194810.5580282999
129104,78502.4069413
129105,477483.8136590001
129106,84557.12418539995
129107,32175.070666810003
129108,16018.536172761997
129109,166417.926867
129110,23512.233820079993
129111,51735.870707500006
129112,31674.796311740018
129113,79168.30902400003
129114,54570.832339600005
129115,30648.170680549993
129116,59166.15447000001
129117,113834.90791699997
129118,24064.98149271
129119,124730.3943666
129120,25953.312922759997
129121,307352.0983712
129122,247500.32215
129123,96553.44818390001
129124,131178.83678340007
129125,36443.59574569998
129126,19971.553221749997
129127,67814.27882450004
129128,308014.234034
129129,84922.81678020002
129130,21641.397809429996
129131,140720.28753539996
129132,109145.07443960004
129133,298011.95529300004
129134,49176.6715285
129135,70563.29393769999
129136,197885.690222
129137,27553.62474079001
129138,69909.23635400002
129139,45439.905306
129140,223780.23154600008
129141,55651.41285703001
129142,19447.028989836006
129143,380143.577595
129144,80834.31426809999
129145,18839.85625742999
129146,175705.76543790006
129147,49093.73986640004
129148,78339.6962394
129149,32559.175802000005
129150,99686.98768039998
129151,28120.44517939999
129152,42692.222034799976
129153,19597.26996283
129154,21934.57423623999
129155,30574.985119330013
129156,35825.70302573002
129157,37842.13573864002
129158,72471.63203060001
129159,16808.470723179995
129160,32012.949919999995
129161,22244.821566010007
129162,90543.80210789997
129163,20836.512763359995
129164,40670.24570055
129165,146558.04907529984
129166,58083.975949490006
129167,40291.310528199996
129168,208953.43642699998
129169,58016.88253400002
129170,13244.753241729997
129171,20608.48074274199
129172,15285.418803779996
129173,23121.890032123996
129174,32578.50639514002
129175,28152.141838315016
129176,61420.939463800016
129177,180317.2970078
129178,67704.33107749996
129179,158740.4056066
129180,1087311.3048629998
129181,214091.46312689994
129182,300619.8197689999
129183,61920.77576059999
129184,40262.761483499984
129185,61425.07645910001
129186,20185.588450189993
129187,302477.30910699995
129188,26053.79803391999
129189,61098.304104799994
129190,78731.76704079998
129191,33643.85464660002
129192,44810.15397607
129193,53103.2474497
129194,37827.9959904
129195,282328.69292700005
129196,289929.68717999983
129197,62638.09614629999
129198,32304.08166874
129199,224895.32425
129200,28152.968672100003
129201,29395.458131289997
129202,41192.460810089986
129203,26233.733351009985
129204,27385.416520889983
129205,218356.03615919995
129206,81379.6234162
129207,38961.024112979976
129208,23073.191299470007
129209,51566.883725399995
129210,56374.45075390001
129211,627624.0924210005
129212,26460.66048313999
129213,155695.77443419996
129214,41735.6638695
129215,109259.34808280002
129216,121031.60904264006
129217,58444.76608029999
129218,36414.0353636
129219,150324.95987170006
129220,76146.9307756
129221,75669.56937659999
129222,21132.371433009994
129223,94526.93215709999
129224,43108.35269311001
129225,336513.7916870001
129226,43894.24190430001
129227,66926.78986010003
129228,88049.87803930002
129229,39305.9053851
129230,27237.859573869988
129231,87678.34286350005
129232,25029.755212009997
129233,27791.854978269985
129234,61996.67817079998
129235,41895.23031700001
129236,527741.010182
129237,29394.929526339
129238,312028.5678120002
129239,111986.05743850002
129240,39983.11593506999
129241,17581.45505244998
129242,58568.06114709995
129243,1501526.797923
129244,123980.2136333001
129245,21173.84240789001
129246,87577.71907000002
129247,101220.41310175005
129248,45412.90901089997
129249,19766.440330098998
129250,39534.783320400005
129251,362199.2809940001
129252,14829.199921529991
129253,25841.41178018001
129254,292004.0553049999
129255,74973.21496509998
129256,16878.295109169998
129257,18789.816408999017
129258,152533.61863640006
129259,18139.105785550004
129260,19937.04860385
129261,402967.16508700023
129262,70625.46658311001
129263,63762.65075959997
129264,19777.174141439995
129265,19324.52833089
129266,49640.22207615002
129267,80593.37106609998
129268,71731.29639599999
129269,295502.95773899986
129270,34302.36242922999
129271,31617.207261140004
129272,106562.09451669996
129273,81270.31265829998
129274,181333.12025160008
129275,41284.180603600005
129276,50500.9072515
129277,246911.09477599998
129278,13104.680512015007
129279,43747.18698719999
129280,121450.97514409991
129281,88849.40169389997
129282,62503.318769699996
129283,206269.84838659994
129284,31366.474197619988
129285,201441.24586299996
129286,159913.4210544
129287,328998.71599600016
129288,144849.2926062
129289,20431.133860800004
129290,124011.58749659994
129291,599227.1474350002
129292,123100.00888679997
129293,111031.16481050003
129294,27480.366627429998
129295,30959.722505230002
129296,176413.9094302
129297,354094.14979699976
129298,83183.48796552003
129299,17977.741393390013
129300,13694.559653950004
129301,145345.94248719997
129302,145412.83914600016
129303,30335.10210959999
129304,23704.90347233
129305,23009.884596529995
129306,98696.59261820001
129307,35992.12243526997
129308,86401.70552300001
129309,23246.33683039
129310,90886.94983771998
129311,133873.78016099997
129312,17811.83649360999
129313,179660.626535
129314,72815.3818746
129315,217426.28149000005
129316,64830.84678359996
129317,38810.27062861001
129318,133343.20191939996
129319,375439.5646419999
129320,37692.07398560001
129321,197523.00753399997
129322,46198.4450974
129323,16754.458281215997
129324,41512.5759056
129325,91137.7725013
129326,44715.43196030002
129327,39050.63931458999
129328,35328.13263679999
129329,35262.41712897
129330,40071.07821729998
129331,540705.8428430001
129332,192582.442645
129333,43547.05571032
129334,86011.9269685
129335,25968.066396259987
129336,80083.18880539996
129337,123419.21700809995
129338,244805.654908
129339,26033.118263300006
129340,80146.55249440002
129341,18498.902345288003
129342,93748.81955959999
129343,233013.72661000013
129344,159877.15370489995
129345,61585.01038610001
129346,53783.15446179999
129347,15171.942951282996
129348,383526.33450899995
129349,89912.4067238
129350,90238.7896318
129351,15080.732803154995
129352,48432.24101449998
129353,15302.142239802
129354,44773.241639399974
129355,240549.34589599993
129356,65243.85883570001
129357,204770.26807039994
129358,104963.39818149999
129359,75654.73686080003
129360,84262.10992370002
129361,38945.72770059997
129362,97633.30780329995
129363,34552.58581162999
129364,17744.449389403
129365,90363.1644863
129366,220529.88674499997
129367,139089.41328999994
129368,18065.543821069994
129369,237180.53494099996
129370,43435.71844465
129371,188631.02130420003
129372,13797.710279047007
129373,93103.34970179999
129374,207697.2764281
129375,52752.54972211997
129376,18887.931712670008
129377,50001.528418099995
129378,483938.67474200024
129379,327283.7710220001
129380,23278.69029508899
129381,563291.6014530002
129382,40910.60052750001
129383,106617.26212619996
129384,264533.3980909999
129385,147531.69606050002
129386,258709.31229200005
129387,140006.01120640003
129388,28164.392764139986
129389,98081.47646480001
129390,14339.092314652095
129391,64852.27342270002
129392,34129.68414503999
129393,41472.16308970001
129394,215321.59238140014
129395,229515.70732699998
129396,33917.652560842
129397,97276.46329149997
129398,166963.88751629996
129399,37844.13775734
129400,19868.061900380006
129401,154541.02468650005
129402,100659.27460409993
129403,21540.764477722994
129404,18061.580272646286
129405,23445.206290823004
129406,33542.41798690001
129407,34112.635544299985
129408,88796.27878079997
129409,22053.740749289995
129410,58377.513033100004
129411,22913.430826449996
129412,349096.3376539999
129413,35933.91937640998
129414,28798.09675169999
129415,53530.50931310002
129416,25761.83607668
129417,698498.2939599996
129418,33856.13251819999
129419,95973.33042170003
129420,52650.01226810001
129421,98012.60394250003
129422,68991.89811740002
129423,189949.6730672
129424,260555.20043299996
129425,17487.246233218
129426,110205.62567099996
129427,433940.5218879998
129428,20238.11026152001
129429,22758.766872560005
129430,70086.08340800002
129431,46680.97354649998
129432,30441.0488609
129433,26184.84968434001
129434,20361.35321213
129435,28976.86186847001
129436,37027.810617200004
129437,233434.51219100005
129438,53756.63051979999
129439,95220.17141969995
129440,284954.7606080001
129441,207225.912434
129442,54733.489068899995
129443,56211.892931
129444,21313.402784830007
129445,47452.40503167001
129446,225723.86618000004
129447,19165.417881195004
129448,58364.262799899996
129449,19133.953443388997
129450,712387.7247730002
129451,167087.8094607001
129452,23646.98845384001
129453,153495.07187470002
129454,199969.82940710004
129455,27340.3811203
129456,32069.41012327001
129457,40697.55440150001
129458,158024.59309009998
129459,42216.4095061
129460,21042.38412059
129461,29562.947489311966
129462,10952.929190890005
129463,21994.304326919988
129464,28159.7273493
129465,139129.66581069995
129466,53039.34453770002
129467,153892.90910870006
129468,30276.734967779983
129469,63729.293610900015
129470,83112.58154809999
129471,60608.35796369996
129472,24640.02599704999
129473,41617.413724869984
129474,24882.697459069997
129475,42639.491860800015
129476,419156.313908
129477,46831.117916699994
129478,26325.102383379995
129479,66640.13889700004
129480,20515.690310760005
129481,25300.583027431803
129482,86455.67721700002
129483,40524.6732094
129484,17610.643384839997
129485,55048.0175707
129486,37663.428562999994
129487,66097.94311191999
129488,104164.49139310005
129489,82727.76650299999
129490,61946.32436520001
129491,94333.98427199997
129492,77175.872819
129493,98370.40458159999
129494,115120.20236939998
129495,35194.07328869999
129496,8972.103424110002
129497,90712.0198278
129498,45387.65577292
129499,98943.18311380001
129500,74838.79995640003
129501,99899.83200800001
129502,121782.5291327
129503,63592.04497279999
129504,101184.85468599999
129505,99859.31006180003
129506,97574.10722949995
129507,70155.05425920003
129508,244811.89178800015
129509,36439.987134600015
129510,137862.33564740003
129511,74214.48415149997
129512,69840.7543123
129513,11559.452179291999
129514,94229.74474249996
129515,230085.03853629995
129516,18411.372588790007
129517,26813.369410129995
129518,23026.40167537
129519,25922.799781039987
129520,33083.89901870001
129521,51643.5913443
129522,20936.632906933995
129523,28451.132724929983
129524,258836.2973280001
129525,18313.279413707987
129526,30504.971033719994
129527,148751.39716799997
129528,62836.26383710001
129529,38174.000174300025
129530,112986.57171930006
129531,38906.963607999984
129532,47282.14183499999
129533,36401.79609869999
129534,378821.75739800005
129535,43389.060141899994
129536,24638.477189240002
129537,35638.35831238001
129538,444382.9963769999
129539,25904.748652000024
129540,50568.6109284
129541,63246.37296999995
129542,228388.08635999996
129543,29887.175624760002
129544,170728.94060269988
129545,22655.446922190004
129546,46227.24344460001
129547,202930.14078299998
129548,28227.78738741
129549,102503.6068338
129550,23944.84747983
129551,53989.444850299995
129552,244345.74631000005
129553,28293.723450460006
129554,282901.22575599997
129555,22757.189243064993
129556,48329.492296539975
129557,160128.18542619995
129558,62660.30737420001
129559,23080.025949092997
129560,14847.845559601
129561,115025.09781429995
129562,23850.274380569997
129563,129880.48915030007
129564,22126.568028858994
129565,152951.38875890008
129566,79087.68559689997
129567,20933.836377106996
129568,822743.6612050005
129569,34889.49957374
129570,117168.65250340002
129571,29283.185995730004
129572,73809.77929089995
